cat,longitude,latitude,species,hemisphere,grid,grid_long,grid_lat,region,region_close,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
1639,-119.95,53.91667,canescens,NH,23175,-119.75,53.75,2,2,-6.63888888888889,101.833333333333,31.0555555555556,7604.41666666667,164.25,-157.111111111111,321.361111111111,89.9722222222222,-51.9444444444444,89.9722222222222,-101.916666666667,737.416666666667,82.7777777777778,38.6388888888889,20.0555555555556,235.222222222222,144.277777777778,235.222222222222,176.888888888889
1640,-106.08383,53.91672,canescens,NH,23202,-106.25,53.75,2,2,0.305555555555556,122.611111111111,24.9444444444444,12732.9166666667,232.388888888889,-251.194444444444,483.583333333333,152.75,-150.722222222222,152.75,-171.027777777778,448.333333333333,76.9166666666667,15.3888888888889,54.0833333333333,207.611111111111,58.0555555555556,207.611111111111,59.3611111111111
1641,14.0816,53.9485,canescens,NH,23333,14.25,53.75,,4,88,71.6060606060606,26.4545454545455,7103.9696969697,228.636363636364,-37.6969696969697,266.333333333333,177.242424242424,16.1818181818182,177.242424242424,-5.21212121212121,544.242424242424,62.5757575757576,28.3333333333333,21.2727272727273,175.818181818182,99.0909090909091,175.818181818182,110.181818181818
1642,-113.2167,53.98333,canescens,NH,23188,-113.25,53.75,2,2,23.0833333333333,118.416666666667,27.1388888888889,10948.2222222222,231.722222222222,-195.972222222222,427.694444444444,154.444444444444,-42.1944444444444,154.444444444444,-124.722222222222,454.972222222222,88.8611111111111,16.1944444444444,67.1111111111111,238.25,54.0833333333333,238.25,60.5
1643,-100.9351245,53.9871317,canescens,NH,23213,-100.75,53.75,2,2,0.194444444444444,108.861111111111,21.1388888888889,13469.8333333333,240.833333333333,-260.083333333333,500.916666666667,164.361111111111,-167.166666666667,164.361111111111,-183.083333333333,460.583333333333,69.6111111111111,15,50.7222222222222,199.861111111111,53.8888888888889,199.861111111111,53.8888888888889
1644,-124,54,canescens,NH,23167,-123.75,53.75,2,2,20.3333333333333,131.805555555556,33.3888888888889,8773.80555555555,216.416666666667,-172.888888888889,389.305555555556,127.25,-24.6666666666667,127.25,-98.3611111111111,509.916666666667,57.3888888888889,20.9722222222222,25,163.444444444444,79.1666666666667,163.444444444444,128.361111111111
1645,-127,54,canescens,NH,23161,-126.75,53.75,2,2,19.6111111111111,96.9444444444444,30.0555555555556,7287.08333333333,184.083333333333,-132.75,316.833333333333,-31.8888888888889,12.9444444444444,111.666666666667,-74,693.444444444444,82.6388888888889,30.6666666666667,29.8055555555556,241.333333333333,107.527777777778,155.083333333333,212.805555555556
1646,-130,54,canescens,NH,23155,-129.75,53.75,2,2,57.8333333333333,60.8611111111111,30.8611111111111,4702.41666666667,164.694444444444,-29.8333333333333,194.527777777778,30.4166666666667,108.388888888889,119.694444444444,1.66666666666667,2434.36111111111,337.583333333333,94.5555555555556,39.4444444444444,935.972222222222,315.305555555556,405.222222222222,781.638888888889
1647,-123.117,54.017,canescens,NH,22712,-123.25,54.25,2,2,25.3055555555556,120.888888888889,31.0833333333333,8817.44444444445,219.138888888889,-163.611111111111,382.75,127.722222222222,-21.9444444444444,133.722222222222,-92.9166666666667,598.722222222222,60.9444444444444,24.4722222222222,21.7777777777778,178.722222222222,100.777777777778,178.694444444444,157.194444444444
1648,-122.85,54.033,canescens,NH,22713,-122.75,54.25,2,2,29.0555555555556,117.972222222222,30.5833333333333,8737.25,220.611111111111,-159.305555555556,379.916666666667,46.8888888888889,5.5,136.555555555556,-87.7222222222222,681.416666666667,68.4166666666667,28.0277777777778,20.4166666666667,197.805555555556,118.111111111111,194.75,182.25
1649,-131.87833,54.03833,canescens,NH,22696,-131.75,54.25,,2,74.375,58.25,32.875,4133.75,170.25,-4,174.25,53.25,108.5,130.125,25.375,1599.875,228.625,71.5,36.375,613.75,231.875,309.375,484
1650,13.415,54.0485,canescens,NH,22875,13.25,54.25,,4,81.8055555555556,63.9444444444444,26.7222222222222,6267.38888888889,208.444444444444,-26.4444444444444,234.888888888889,161.916666666667,29.8333333333333,163.25,3.91666666666667,553.75,61.1666666666667,28.8333333333333,20.8888888888889,177.111111111111,99.3888888888889,176.694444444444,114.138888888889
1651,-122.36667,54.06667,canescens,NH,22714,-122.25,54.25,2,2,26.5555555555556,117,29.75,8843.88888888889,217.944444444444,-169.611111111111,387.555555555556,-81.4166666666667,27.5,134.888888888889,-91.6944444444444,808.722222222222,84.1666666666667,33.3888888888889,20.5,241.583333333333,141.444444444444,214.277777777778,231.333333333333
1652,-119.91333,54.13889,canescens,NH,22719,-119.75,54.25,2,2,3.47222222222222,106.388888888889,30.6666666666667,8158.13888888889,179.972222222222,-160.888888888889,340.861111111111,105.333333333333,-48.1388888888889,105.333333333333,-101.444444444444,659.333333333333,81.8333333333333,32.5833333333333,28.3055555555556,234.694444444444,118.111111111111,234.694444444444,141.25
1653,-99.15034433,54.19992298,canescens,NH,22760,-99.25,54.25,2,2,-9.47222222222222,102.555555555556,20,13774.0555555556,232.055555555556,-272.194444444444,504.25,158.805555555556,-172.638888888889,158.805555555556,-196.611111111111,474.916666666667,70.5833333333333,16,51.1666666666667,205.5,54.9166666666667,205.5,58.3611111111111
1654,-130.28333,54.21667,canescens,NH,22698,-130.25,54.25,,2,65.4,61,30.8285714285714,4653.05714285714,166.028571428571,-28.6571428571429,194.685714285714,38.1714285714286,107.028571428571,125.771428571429,8.42857142857143,2342.02857142857,343,97.8571428571429,37.2857142857143,883.514285714286,326.6,428.085714285714,711.8
1655,-85.66667,54.21667,canescens,NH,22787,-85.75,54.25,2,2,-33.1666666666667,103.361111111111,20,13397,203.916666666667,-294.222222222222,498.138888888889,120.527777777778,-201.222222222222,129.833333333333,-213.694444444444,563.888888888889,83.9444444444444,20.0277777777778,45.8333333333333,230.027777777778,67.4444444444444,227.333333333333,73.5555555555556
1656,-113.6,54.23333,canescens,NH,22731,-113.75,54.25,2,2,21.5277777777778,113.861111111111,25.8611111111111,10902.0277777778,227.777777777778,-202.444444444444,430.222222222222,151.722222222222,-41.8333333333333,151.722222222222,-125.722222222222,484.694444444444,90.3055555555556,20,62.3888888888889,246,61.8055555555556,246,70.9444444444444
1657,-97.5441781,54.29826133,canescens,NH,22763,-97.75,54.25,2,2,-10.0833333333333,101.833333333333,19.7777777777778,13994.1111111111,234.25,-273.666666666667,507.916666666667,160.944444444444,-165.138888888889,160.944444444444,-201.027777777778,477.416666666667,71.25,16.5833333333333,48.6666666666667,205.833333333333,59.2222222222222,205.833333333333,65.2222222222222
1658,-84.9,54.467,canescens,NH,22789,-84.75,54.25,2,2,-35.6944444444444,104.638888888889,20.5,13274.2222222222,200.666666666667,-296.333333333333,497,116.611111111111,-203.555555555556,125.333333333333,-214.555555555556,565.666666666667,84.6388888888889,20.6388888888889,46,229.861111111111,68.3055555555556,227.638888888889,75.4722222222222
1659,-112.5491,54.65048,canescens,NH,22284,-112.75,54.75,2,2,14.1944444444444,125.277777777778,27.5277777777778,11362.75,230.75,-217.305555555556,448.055555555556,149.694444444444,-52.4444444444444,149.694444444444,-140.527777777778,460.166666666667,88.7222222222222,16.5555555555556,64.5833333333333,235.222222222222,54.4722222222222,235.222222222222,60.9166666666667
1660,-111.41722,54.66306,canescens,NH,22287,-111.25,54.75,2,2,5.80555555555556,121.666666666667,26,11725,223.277777777778,-235.555555555556,458.833333333333,145.027777777778,-69.4722222222222,145.027777777778,-153.916666666667,465.083333333333,86.4722222222222,15.25,62.8055555555556,233.694444444444,56.5,233.694444444444,59.3888888888889
1661,-116,54.75,canescens,NH,22278,-115.75,54.75,2,2,-1.25,125.75,28.9444444444444,10296.1388888889,201.527777777778,-225.638888888889,427.166666666667,122.222222222222,-62.6666666666667,122.222222222222,-139.861111111111,578.222222222222,103.611111111111,21.7222222222222,61.25,288.888888888889,74.8611111111111,288.888888888889,79.6666666666667
1662,-127.16667,54.76667,canescens,NH,22255,-127.25,54.75,2,2,17.3888888888889,102.638888888889,29.5555555555556,7794.97222222222,193.25,-148.472222222222,341.722222222222,-34.0277777777778,9.61111111111111,115.361111111111,-84.1388888888889,576.055555555556,65.3888888888889,22.4444444444444,27.5277777777778,186.611111111111,86.4722222222222,151.777777777778,160.305555555556
1663,-99.87139,54.7675,canescens,NH,22310,-99.75,54.75,2,2,-14.0277777777778,106.75,20.1944444444444,13851.4722222222,230.694444444444,-280.055555555556,510.75,154.972222222222,-178.472222222222,154.972222222222,-202.027777777778,479.027777777778,73.7222222222222,16.0833333333333,52.1111111111111,209.75,54.6388888888889,209.75,59.0277777777778
1664,-111.97917,54.77028,canescens,NH,22286,-111.75,54.75,2,2,11.1388888888889,123.75,27.0555555555556,11528.4444444444,227,-221.583333333333,448.583333333333,148.305555555556,-56.6944444444444,148.305555555556,-145.694444444444,462.805555555556,87.3888888888889,14.6111111111111,64.1111111111111,234.111111111111,54.0555555555556,234.111111111111,59.1388888888889
1665,-66.833,54.8,canescens,NH,22372,-66.75,54.75,2,2,-47.9444444444444,90.9166666666667,19.6666666666667,12280.3888888889,171.611111111111,-280.111111111111,451.722222222222,94.9166666666667,-178.944444444444,105.222222222222,-212.166666666667,770.166666666667,98.3611111111111,39.7777777777778,32.2222222222222,278.916666666667,129.75,270.138888888889,133.166666666667
1666,-59.15,54.80833,canescens,NH,22387,-59.25,54.75,2,2,-18.6944444444444,80.8055555555556,21.8888888888889,9461.75,160.222222222222,-203.805555555556,364.027777777778,97.3333333333333,13.1388888888889,97.4722222222222,-142.305555555556,916.25,99.4722222222222,55.3611111111111,19.0277777777778,294.555555555556,193.638888888889,283.138888888889,204.555555555556
1667,-163.41287,54.86343,canescens,NH,22235,-163.25,54.75,2,2,34.92,49.36,27.08,4523,131.16,-47.08,178.24,47.72,-8.92,97.08,-17.2,958.36,112,51,27.52,333.72,172.08,274.04,193.04
1668,-126.71667,54.86667,canescens,NH,22256,-126.75,54.75,2,2,8.86111111111111,112.027777777778,30.4722222222222,8135.38888888889,190.888888888889,-169.972222222222,360.861111111111,-62.4722222222222,-25.2222222222222,110.138888888889,-98.4166666666667,516.305555555556,56.1111111111111,19.5833333333333,25.6666666666667,159.027777777778,80.0555555555556,151.138888888889,140.388888888889
1669,-100.56694,54.91417,canescens,NH,22308,-100.75,54.75,2,2,-10.3055555555556,105.916666666667,20.25,13746.75,232.166666666667,-273.527777777778,505.694444444444,157.472222222222,-173.111111111111,157.472222222222,-196.944444444444,481.277777777778,73.5555555555556,16.5833333333333,51.3333333333333,209.416666666667,56.8333333333333,209.416666666667,61.0555555555556
1670,-120.91667,54.91667,canescens,NH,22268,-120.75,54.75,2,2,2.52777777777778,109.722222222222,29.75,8718.36111111111,186.75,-175.805555555556,362.555555555556,110.527777777778,-50.5277777777778,110.527777777778,-111.777777777778,698.111111111111,83.75,31,26.2222222222222,239.277777777778,125.055555555556,239.277777777778,166.527777777778
1671,-159.29,54.93,canescens,NH,22241,-159.25,54.75,,2,39.8333333333333,52,26.3333333333333,4864,141,-51.6666666666667,192.666666666667,74.8333333333333,-4.66666666666667,106.333333333333,-16.8333333333333,703.5,89.5,38.6666666666667,29.1666666666667,248.833333333333,122.5,214.166666666667,146.166666666667
1672,-117.7667,54.95,canescens,NH,22274,-117.75,54.75,2,2,15.8888888888889,125.888888888889,29.3055555555556,10212.3055555556,218.777777777778,-203.972222222222,422.75,136.972222222222,-39.9722222222222,136.972222222222,-123.333333333333,561.111111111111,88.6388888888889,24.4166666666667,48.9722222222222,252.388888888889,81.1666666666667,252.388888888889,101.777777777778
1673,-100.34361,54.97667,canescens,NH,22309,-100.25,54.75,2,2,-12.5277777777778,107,20.6666666666667,13795.3611111111,231.361111111111,-277.416666666667,508.777777777778,155.916666666667,-176.194444444444,155.916666666667,-199.694444444444,480.25,73.3888888888889,16.0277777777778,51.7777777777778,209.833333333333,55.4722222222222,209.833333333333,59.8333333333333
1674,-124,55,canescens,NH,22262,-123.75,54.75,2,2,14.2777777777778,115.694444444444,29.5555555555556,9036.33333333333,208.777777777778,-176.027777777778,384.805555555556,126.166666666667,-31.0555555555556,126.166666666667,-106.361111111111,566,59.6111111111111,23.0833333333333,21.9444444444444,169.111111111111,97.4444444444444,169.111111111111,153.277777777778
1675,-112.7,55.03333,canescens,NH,21846,-112.75,55.25,2,2,7.66666666666667,126.388888888889,27,11648.8333333333,225.305555555556,-233.722222222222,459.027777777778,145.861111111111,-58.5833333333333,145.861111111111,-152.194444444444,465.055555555556,91.6944444444444,16.5555555555556,64.3888888888889,237.083333333333,54.2777777777778,237.083333333333,63.2222222222222
1676,-113.2575,55.09688,canescens,NH,21845,-113.25,55.25,2,2,5.41666666666667,123.305555555556,26.5,11591.1944444444,219.972222222222,-237.861111111111,457.833333333333,142.638888888889,-59.2777777777778,142.638888888889,-153.916666666667,480.361111111111,94.4444444444444,18.5555555555556,63.3055555555556,243.333333333333,58.1944444444444,243.333333333333,68.9722222222222
1677,-126.28333,55.11667,canescens,NH,21819,-126.25,55.25,2,2,6.61111111111111,117.25,30.2222222222222,8753.61111111111,194.333333333333,-187.638888888889,381.972222222222,-85.8333333333333,-33.6666666666667,113.833333333333,-112.305555555556,529.25,57.9444444444444,21.6944444444444,23.2777777777778,162.944444444444,88.0833333333333,150.916666666667,149.472222222222
1678,-86.183,55.117,canescens,NH,21899,-86.25,55.25,2,2,-41.4444444444444,99.6388888888889,19.5833333333333,13506.2222222222,195.638888888889,-300.5,496.138888888889,114.916666666667,-210.944444444444,123.222222222222,-222.555555555556,518.388888888889,78.4444444444444,17.1944444444444,48.3333333333333,217.25,58.6111111111111,211.861111111111,64.4166666666667
1679,-95.00020506,55.13328196,canescens,NH,21881,-95.25,55.25,2,2,-29.6666666666667,107.194444444444,20,14186.1388888889,220.333333333333,-296.777777777778,517.111111111111,143.277777777778,-196.638888888889,143.277777777778,-223.111111111111,502.916666666667,78.5833333333333,16.7222222222222,48.5277777777778,212.944444444444,57.9444444444444,212.944444444444,62.3888888888889
1680,-126.63333,55.23333,canescens,NH,21818,-126.75,55.25,2,2,3.80555555555556,115.083333333333,29.9166666666667,8575.25,190.333333333333,-188.611111111111,378.944444444444,-56.5,-6.05555555555556,109.138888888889,-111.25,535.416666666667,57.9166666666667,21.5,24.0833333333333,162.555555555556,86.25,152.833333333333,148.805555555556
1681,-127.667,55.25,canescens,NH,21816,-127.75,55.25,2,2,22.1388888888889,101.222222222222,29.0555555555556,7959.11111111111,199.083333333333,-145.388888888889,344.472222222222,0.611111111111111,8.52777777777778,121.694444444444,-82.6388888888889,594.972222222222,69.2222222222222,23.1111111111111,29.3611111111111,190.805555555556,86.0833333333333,154.055555555556,166.805555555556
1682,-94.06806,55.3,canescens,NH,21883,-94.25,55.25,2,2,-31.3055555555556,105.416666666667,20,14174.5277777778,217.25,-297.583333333333,514.833333333333,136.333333333333,-199,141.583333333333,-224.472222222222,510.305555555556,79.3333333333333,16,48.8333333333333,215.388888888889,57.1666666666667,215.027777777778,61.6944444444444
1683,-86.417,55.3,canescens,NH,21899,-86.25,55.25,2,2,-41.4444444444444,99.6388888888889,19.5833333333333,13506.2222222222,195.638888888889,-300.5,496.138888888889,114.916666666667,-210.944444444444,123.222222222222,-222.555555555556,518.388888888889,78.4444444444444,17.1944444444444,48.3333333333333,217.25,58.6111111111111,211.861111111111,64.4166666666667
1684,-130.5,55.4,canescens,NH,21811,-130.25,55.25,2,2,45.9166666666667,70.75,30.9722222222222,5574.19444444444,169.944444444444,-54.5833333333333,224.527777777778,9.25,100.527777777778,119.5,-21.2777777777778,1986.19444444444,308.111111111111,88.6388888888889,40.3888888888889,769.694444444444,275.583333333333,302.527777777778,610.916666666667
1685,14.16134,55.40035,canescens,NH,21978,14.25,55.25,,4,79.4285714285714,54.8571428571429,24.2857142857143,6098.14285714286,200,-21.1428571428571,221.142857142857,154.857142857143,24.4285714285714,159.571428571429,6,578,62.2857142857143,32.1428571428571,20.4285714285714,177.428571428571,102,165.428571428571,133.857142857143
1686,-162.51,55.43,canescens,NH,21796,-162.75,55.25,2,2,32.7741935483871,51.1612903225806,27.6129032258065,4710.64516129032,130.967741935484,-51.4516129032258,182.41935483871,45.9677419354839,-11.7096774193548,97,-21.4193548387097,953.903225806452,112.225806451613,50.258064516129,28.0645161290323,333.58064516129,169.258064516129,275.709677419355,190
1687,-113.3667,55.45,canescens,NH,21845,-113.25,55.25,2,2,5.41666666666667,123.305555555556,26.5,11591.1944444444,219.972222222222,-237.861111111111,457.833333333333,142.638888888889,-59.2777777777778,142.638888888889,-153.916666666667,480.361111111111,94.4444444444444,18.5555555555556,63.3055555555556,243.333333333333,58.1944444444444,243.333333333333,68.9722222222222
1688,13.95393,55.45329,canescens,NH,21977,13.75,55.25,,4,79,58.125,25.375,6138.125,201.5,-24,225.5,153.875,25.25,159.5,4.75,617.25,64.5,33.75,20.125,187.375,110.375,176.625,145.375
1689,13.36706,55.50987,canescens,NH,21543,13.25,55.75,4,4,77.1944444444444,60.8888888888889,25.9444444444444,6177.63888888889,201.138888888889,-29.3055555555556,230.444444444444,151.555555555556,23.6944444444444,158.138888888889,2.55555555555556,666.944444444444,69.4166666666667,35.5833333333333,21.5277777777778,203.305555555556,118.055555555556,191.416666666667,157.972222222222
1690,-77.15,55.56667,canescens,NH,21486,-77.25,55.75,,2,-48.7647058823529,86.8235294117647,19.1764705882353,12231.7058823529,150.823529411765,-286.294117647059,437.117647058824,91.1176470588235,-214.058823529412,91.1176470588235,-214.058823529412,596.882352941176,86.2941176470588,21.1176470588235,47.0588235294118,246.294117647059,67,246.294117647059,67
1691,13.19888,55.57788,canescens,NH,21543,13.25,55.75,4,4,77.1944444444444,60.8888888888889,25.9444444444444,6177.63888888889,201.138888888889,-29.3055555555556,230.444444444444,151.555555555556,23.6944444444444,158.138888888889,2.55555555555556,666.944444444444,69.4166666666667,35.5833333333333,21.5277777777778,203.305555555556,118.055555555556,191.416666666667,157.972222222222
1692,14.21518,55.59249,canescens,NH,21545,14.25,55.75,,4,76.8076923076923,57.2307692307692,24.8846153846154,6139.92307692308,200.346153846154,-25.1538461538462,225.5,152.115384615385,22.1923076923077,157.769230769231,3.07692307692308,600.384615384615,66.7692307692308,33.8461538461538,20.5769230769231,185.153846153846,106.384615384615,172.884615384615,140.576923076923
1693,13.65386,55.6215,canescens,NH,21544,13.75,55.75,4,4,73.9166666666667,59.2222222222222,25.3888888888889,6159.36111111111,197.916666666667,-30.3333333333333,228.25,148.777777777778,19.6944444444444,154.916666666667,-0.444444444444444,665.138888888889,70.4444444444444,36.8611111111111,20.5555555555556,201.666666666667,118.916666666667,189.777777777778,159.583333333333
1694,-116.77,55.64556,canescens,NH,21419,-116.75,55.75,2,2,3.75,129.888888888889,27,11717.4166666667,226.638888888889,-247.833333333333,474.472222222222,140.583333333333,-62.3333333333333,140.583333333333,-156.777777777778,460.75,74.8333333333333,20.25,49.1944444444444,209.666666666667,62.8611111111111,209.666666666667,77.5
1695,13.90883,55.66109,canescens,NH,21544,13.75,55.75,4,4,73.9166666666667,59.2222222222222,25.3888888888889,6159.36111111111,197.916666666667,-30.3333333333333,228.25,148.777777777778,19.6944444444444,154.916666666667,-0.444444444444444,665.138888888889,70.4444444444444,36.8611111111111,20.5555555555556,201.666666666667,118.916666666667,189.777777777778,159.583333333333
1696,-118.4,55.7333,canescens,NH,21416,-118.25,55.75,2,2,17.4166666666667,112,24.9166666666667,11363.8333333333,226.111111111111,-214.666666666667,440.777777777778,151.055555555556,-45.1944444444444,151.055555555556,-137.305555555556,447.222222222222,70.8611111111111,18.5555555555556,47.5,199.555555555556,62.4444444444444,199.555555555556,79.8055555555556
1697,-97.85,55.73333,canescens,NH,21457,-97.75,55.75,2,2,-31.9444444444444,117.555555555556,22,14137.5833333333,224.277777777778,-301.25,525.527777777778,140,-196.638888888889,140,-224.5,502.305555555556,78.6111111111111,17.5555555555556,47.1111111111111,214.027777777778,61.5833333333333,214.027777777778,64.0555555555556
1698,-95.11667,55.83333,canescens,NH,21462,-95.25,55.75,2,2,-35.9166666666667,108.472222222222,20.0277777777778,14236.1944444444,217.416666666667,-302.194444444444,519.611111111111,138.25,-203.333333333333,138.25,-229.083333333333,491.777777777778,76.9444444444444,16.4444444444444,48.5833333333333,208.111111111111,55.8333333333333,208.111111111111,60.6666666666667
1699,-159.47,55.87,canescens,NH,21380,-159.25,55.75,,2,28.1764705882353,56.5294117647059,26.1764705882353,5408.35294117647,137.647058823529,-73.0588235294118,210.705882352941,77.4705882352941,-21,100.647058823529,-35.4117647058824,635.529411764706,81.4117647058823,33.1764705882353,32.6470588235294,236.117647058824,104.764705882353,210.764705882353,124.529411764706
1700,13.5181,55.8775,canescens,NH,21544,13.75,55.75,4,4,73.9166666666667,59.2222222222222,25.3888888888889,6159.36111111111,197.916666666667,-30.3333333333333,228.25,148.777777777778,19.6944444444444,154.916666666667,-0.444444444444444,665.138888888889,70.4444444444444,36.8611111111111,20.5555555555556,201.666666666667,118.916666666667,189.777777777778,159.583333333333
1701,14.30196,55.91542,canescens,NH,21545,14.25,55.75,,4,76.8076923076923,57.2307692307692,24.8846153846154,6139.92307692308,200.346153846154,-25.1538461538462,225.5,152.115384615385,22.1923076923077,157.769230769231,3.07692307692308,600.384615384615,66.7692307692308,33.8461538461538,20.5769230769231,185.153846153846,106.384615384615,172.884615384615,140.576923076923
1702,158.65,55.91667,canescens,NH,21786,158.75,55.75,3,3,-53.9444444444444,69.5833333333333,20.1388888888889,9397.75,112.916666666667,-220.916666666667,333.833333333333,31.2777777777778,-127.388888888889,63.6388888888889,-171.638888888889,824.666666666667,104.666666666667,40.1666666666667,30.5,288.055555555556,129.833333333333,267.805555555556,168.944444444444
1703,13.1885,55.91721,canescens,NH,21543,13.25,55.75,4,4,77.1944444444444,60.8888888888889,25.9444444444444,6177.63888888889,201.138888888889,-29.3055555555556,230.444444444444,151.555555555556,23.6944444444444,158.138888888889,2.55555555555556,666.944444444444,69.4166666666667,35.5833333333333,21.5277777777778,203.305555555556,118.055555555556,191.416666666667,157.972222222222
1704,-90.15,55.933,canescens,NH,21472,-90.25,55.75,2,2,-46.8611111111111,95.5,18.9166666666667,13936.8055555556,194.305555555556,-306.333333333333,500.638888888889,114.333333333333,-217.305555555556,123.777777777778,-234.416666666667,518.916666666667,77.0555555555556,16.6666666666667,48.0833333333333,218.916666666667,59.4444444444444,211.888888888889,63.4444444444444
1705,14.02226,55.93771,canescens,NH,21545,14.25,55.75,,4,76.8076923076923,57.2307692307692,24.8846153846154,6139.92307692308,200.346153846154,-25.1538461538462,225.5,152.115384615385,22.1923076923077,157.769230769231,3.07692307692308,600.384615384615,66.7692307692308,33.8461538461538,20.5769230769231,185.153846153846,106.384615384615,172.884615384615,140.576923076923
1706,-112.01667,55.95361,canescens,NH,21428,-112.25,55.75,2,2,-1.58333333333333,124.222222222222,26,11978.3888888889,219.111111111111,-248.75,467.861111111111,140.277777777778,-70.0833333333333,140.277777777778,-166,477.166666666667,91.4444444444444,16.75,61.3888888888889,237.416666666667,56.5,237.416666666667,65.6666666666667
1707,12.93123,55.9594,canescens,NH,21542,12.75,55.75,,4,81.1851851851852,61.8148148148148,26.1111111111111,6207.55555555556,204.888888888889,-27.0740740740741,231.962962962963,155.62962962963,27.5185185185185,161.925925925926,5.96296296296296,628.481481481482,67.7777777777778,33,21.3333333333333,196.222222222222,111.148148148148,185.407407407407,139.444444444444
1708,-95.7525,56.03532,canescens,NH,21036,-95.75,56.25,2,2,-41.6111111111111,108.944444444444,20.0555555555556,14249.3611111111,213.722222222222,-306.888888888889,520.611111111111,132.861111111111,-209.527777777778,132.861111111111,-234.194444444444,484.75,75.3333333333333,16.9722222222222,47.6666666666667,203.888888888889,56.3888888888889,203.888888888889,60.6111111111111
1709,13.37634,56.0459,canescens,NH,21112,13.25,56.25,4,4,73.0833333333333,63.7777777777778,26.0555555555556,6281.08333333333,200.222222222222,-39.8888888888889,240.111111111111,147.611111111111,18.4444444444444,155.5,-3.25,761.805555555556,80.7222222222222,40.9166666666667,22.7222222222222,237.194444444444,132.555555555556,220.694444444444,180.444444444444
1710,14.6779,56.05054,canescens,NH,21115,14.75,56.25,4,4,73.5428571428571,63.4857142857143,26.1428571428571,6334.62857142857,205.914285714286,-32.4285714285714,238.342857142857,150.371428571429,18.8571428571429,157.028571428571,-3.65714285714286,606.657142857143,68.1428571428571,35.1714285714286,20.3142857142857,187.485714285714,109.914285714286,172.057142857143,143.4
1711,14.50586,56.08145,canescens,NH,21115,14.75,56.25,4,4,73.5428571428571,63.4857142857143,26.1428571428571,6334.62857142857,205.914285714286,-32.4285714285714,238.342857142857,150.371428571429,18.8571428571429,157.028571428571,-3.65714285714286,606.657142857143,68.1428571428571,35.1714285714286,20.3142857142857,187.485714285714,109.914285714286,172.057142857143,143.4
1712,-132.66,56.1,canescens,NH,20962,-132.75,56.25,2,2,57.4857142857143,64.2857142857143,30.4857142857143,4935.4,167.142857142857,-39.9714285714286,207.114285714286,61.9142857142857,105.228571428571,121.685714285714,-3.25714285714286,2423.77142857143,376.628571428571,118,35.1142857142857,897.171428571429,386,426.171428571429,645.514285714286
1713,13.6041,56.10431,canescens,NH,21113,13.75,56.25,4,4,72,63.9444444444444,26.3333333333333,6283,201.444444444444,-37.3055555555556,238.75,147.055555555556,17.75,154.75,-4.41666666666667,719.277777777778,77.3055555555556,40.2777777777778,21.4722222222222,221.361111111111,127.138888888889,206.444444444444,172.833333333333
1714,14.18209,56.112,canescens,NH,21114,14.25,56.25,4,4,73.1388888888889,63.7777777777778,26.3055555555556,6301.55555555556,204.138888888889,-34.0555555555556,238.194444444444,148.944444444444,18.8888888888889,156.277777777778,-3.58333333333333,640.805555555556,72.3055555555556,36.4722222222222,20.9444444444444,199.138888888889,113.888888888889,185.055555555556,151
1715,12.65139,56.11556,canescens,NH,21111,12.75,56.25,,4,76.4117647058823,62.7352941176471,25.2352941176471,6334.64705882353,199.970588235294,-44.6176470588235,244.588235294118,152.147058823529,20.7352941176471,159.088235294118,-0.735294117647059,706.117647058824,77.4411764705882,34.8529411764706,24.1764705882353,226.882352941176,119.382352941176,210.882352941176,147.323529411765
1716,13.1032,56.1157,canescens,NH,21112,13.25,56.25,4,4,73.0833333333333,63.7777777777778,26.0555555555556,6281.08333333333,200.222222222222,-39.8888888888889,240.111111111111,147.611111111111,18.4444444444444,155.5,-3.25,761.805555555556,80.7222222222222,40.9166666666667,22.7222222222222,237.194444444444,132.555555555556,220.694444444444,180.444444444444
1717,-88.75,56.117,canescens,NH,21050,-88.75,56.25,2,2,-49.9444444444444,95.1111111111111,19,13825.6388888889,189.972222222222,-308,497.972222222222,111.083333333333,-221.083333333333,119.083333333333,-234.833333333333,482.833333333333,72.75,15,49.5555555555556,206.333333333333,53.1666666666667,197.972222222222,57.6388888888889
1718,13.82703,56.1217,canescens,NH,21113,13.75,56.25,4,4,72,63.9444444444444,26.3333333333333,6283,201.444444444444,-37.3055555555556,238.75,147.055555555556,17.75,154.75,-4.41666666666667,719.277777777778,77.3055555555556,40.2777777777778,21.4722222222222,221.361111111111,127.138888888889,206.444444444444,172.833333333333
1719,14.86209,56.17142,canescens,NH,21115,14.75,56.25,4,4,73.5428571428571,63.4857142857143,26.1428571428571,6334.62857142857,205.914285714286,-32.4285714285714,238.342857142857,150.371428571429,18.8571428571429,157.028571428571,-3.65714285714286,606.657142857143,68.1428571428571,35.1714285714286,20.3142857142857,187.485714285714,109.914285714286,172.057142857143,143.4
